"","continent","biome","repTree","name","id","institution","countryExpertise","reasonImportance","reason","crop","b_or_f","policyPriority","policy"
"847","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","provides habitat","corn","boundary","Third","expand ag extension services"
"848","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","provides habitat","corn","boundary","Fourth","expand carbon crediting/verification"
"849","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","provides habitat","corn","boundary","Fifth","develop/reform policy"
"850","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","provides habitat","corn","boundary","Last","provision inputs"
"851","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","aesthetics","corn","boundary","Not Meaningful","develop/reform policy"
"852","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","aesthetics","corn","boundary","Not Meaningful","expand ag extension services"
"853","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","aesthetics","corn","boundary","Not Meaningful","provision inputs"
"854","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","aesthetics","corn","boundary","Not Meaningful","expand carbon crediting/verification"
"855","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","aesthetics","corn","boundary","Not Meaningful","research"
"856","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","aesthetics","corn","boundary","Not Meaningful","develop shade-grown variatals"
"857","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","farmers compensated","corn","boundary","Top","Other"
"858","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","research"
"859","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","develop shade-grown variatals"
"860","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","develop/reform policy"
"861","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","provision inputs"
"862","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","expand ag extension services"
"863","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","expand carbon crediting/verification"
"864","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","farmers compensated","corn","boundary","Top","research"
"865","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","farmers compensated","corn","boundary","Second","develop shade-grown variatals"
"866","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","farmers compensated","corn","boundary","Third","expand ag extension services"
"867","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","farmers compensated","corn","boundary","Fourth","expand carbon crediting/verification"
"868","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","farmers compensated","corn","boundary","Fifth","develop/reform policy"
"869","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","farmers compensated","corn","boundary","Last","provision inputs"
"870","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","develop/reform policy"
"871","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","expand ag extension services"
"872","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","provision inputs"
"873","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","expand carbon crediting/verification"
"874","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","research"
"875","North/Central America (includes Caribbean)","Tropical & Subtropical Moist Broadleaf Forests","Cordia alliodora","Eduardo Somarriba",10,"CATIE","Latin America and the Caribbean","Not Meaningful","farmers compensated","corn","boundary","Not Meaningful","develop shade-grown variatals"
"876","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","trees already present","corn","boundary","Top","Other"
"877","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","trees already present","corn","boundary","Not Meaningful","research"
"878","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","trees already present","corn","boundary","Not Meaningful","develop shade-grown variatals"
"879","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","trees already present","corn","boundary","Not Meaningful","develop/reform policy"
"880","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","trees already present","corn","boundary","Not Meaningful","provision inputs"
"881","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","trees already present","corn","boundary","Not Meaningful","expand ag extension services"
"882","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Gliricidia sepium","Paramu Mafongoya",11,"University of KwaZulu-Natal","Kenya; Zambia; Zimbabwe; Malawi; Tanzania; Mozambique and South Africa","Not Meaningful","trees already present","corn","boundary","Not Meaningful","expand carbon crediting/verification"
"883","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","trees already present","corn","boundary","Top","research"
"884","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","trees already present","corn","boundary","Second","develop shade-grown variatals"
"885","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","trees already present","corn","boundary","Third","expand ag extension services"
"886","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","trees already present","corn","boundary","Fourth","expand carbon crediting/verification"
"887","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","trees already present","corn","boundary","Fifth","develop/reform policy"
"888","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Not Meaningful","trees already present","corn","boundary","Last","provision inputs"
"889","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus tomentosa","Huasen Xu",8,"Hebei Agricultural University","China","Top","produces something of extractive  value","wheat","boundary",NA,NA
"890","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Top","produces something of extractive  value","wheat","boundary","Top","research"
"891","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Top","produces something of extractive  value","wheat","boundary","Second","develop shade-grown variatals"
"892","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Top","produces something of extractive  value","wheat","boundary","Third","expand ag extension services"
"893","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Top","produces something of extractive  value","wheat","boundary","Fourth","develop/reform policy"
"894","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Top","produces something of extractive  value","wheat","boundary","Fifth","expand carbon crediting/verification"
"895","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Top","produces something of extractive  value","wheat","boundary","Not Meaningful","provision inputs"
"896","Africa","Temperate Grasslands; Savannas & Shrublands","Faidherbia albida","Tesfaye Shiferaw Sida",16,"CIMMYT","Ethiopia; Kenya; Tanzania; Rwanda","Top","improves microclimate","wheat","boundary","Top","research"
"897","Africa","Temperate Grasslands; Savannas & Shrublands","Faidherbia albida","Tesfaye Shiferaw Sida",16,"CIMMYT","Ethiopia; Kenya; Tanzania; Rwanda","Top","improves microclimate","wheat","boundary","Second","develop shade-grown variatals"
"898","Africa","Temperate Grasslands; Savannas & Shrublands","Faidherbia albida","Tesfaye Shiferaw Sida",16,"CIMMYT","Ethiopia; Kenya; Tanzania; Rwanda","Top","improves microclimate","wheat","boundary","Third","develop/reform policy"
